Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
HDFC,EQ,30-Mar-16,1125.75,1128.25,1131.35,1110.15,1115.5,1115.3,1115.42,4842266,5401147634,148632,4083699,84.33
HDFC,EQ,31-Mar-16,1115.3,1111,1118.95,1098,1107,1105.6,1105.92,9556036,10568219109,175689,7111787,74.42
HDFC,EQ,1-Apr-16,1105.6,1100,1117.8,1092.25,1115.2,1113.4,1103.01,3894156,4295292842,136099,2885731,74.1
HDFC,EQ,4-Apr-16,1113.4,1122.5,1124.25,1095.6,1099.5,1103.7,1105,3275522,3619459664,88687,2344658,71.58
HDFC,EQ,5-Apr-16,1103.7,1102,1111,1085.5,1098.15,1103.45,1102.58,4368286,4816385896,94052,3310963,75.8
HDFC,EQ,6-Apr-16,1103.45,1112.35,1112.35,1091.2,1103.1,1102.05,1099.57,2913779,3203914076,93310,2042409,70.09
HDFC,EQ,7-Apr-16,1102.05,1100,1100,1065.5,1073,1070.85,1074.12,4883634,5245619614,169971,3123726,63.96
HDFC,EQ,8-Apr-16,1070.85,1071.8,1082.85,1068.15,1077.05,1079.55,1076.07,1944688,2092626361,70961,1314416,67.59
HDFC,EQ,11-Apr-16,1079.55,1083.95,1084.7,1060.15,1079.75,1079.8,1073.64,3737043,4012254355,88223,2639205,70.62
HDFC,EQ,12-Apr-16,1079.8,1085,1091.95,1076.05,1088.6,1090.5,1086.39,1864121,2025165706,56077,1275280,68.41
HDFC,EQ,13-Apr-16,1090.5,1098.1,1117.45,1093.65,1115,1114.95,1110.48,3361554,3732922844,98823,2457229,73.1
HDFC,EQ,18-Apr-16,1114.95,1130,1139.4,1093.45,1135,1132.4,1121.23,3916572,4391374578,120284,3027702,77.3
HDFC,EQ,20-Apr-16,1132.4,1148.7,1158.65,1135,1143,1140,1144.25,4669646,5343229421,158599,3676278,78.73
HDFC,EQ,21-Apr-16,1140,1145,1157.45,1140.2,1149.1,1150.1,1151.5,6522775,7510993401,152047,5853525,89.74
HDFC,EQ,22-Apr-16,1150.1,1141,1152.05,1121.95,1130,1131.9,1132.76,2628319,2977251278,135116,1885317,71.73
HDFC,EQ,25-Apr-16,1131.9,1120,1127.5,1106.3,1114,1112,1114.5,1859499,2072414960,71243,1356469,72.95
HDFC,EQ,26-Apr-16,1112,1104,1131.85,1103.05,1129.5,1127.3,1117.93,2511483,2807663453,71574,1896765,75.52
HDFC,EQ,27-Apr-16,1127.3,1122.4,1128.5,1113.1,1121.5,1121.5,1119.57,1866265,2089420083,47979,1444082,77.38
HDFC,EQ,28-Apr-16,1121.5,1121,1126.4,1082.05,1086.55,1085.55,1096.19,5791623,6348695236,113552,4089545,70.61
HDFC,EQ,29-Apr-16,1085.55,1084.8,1102.25,1074.2,1090,1088.45,1086.92,4202421,4567709246,129121,3013293,71.7
HDFC,EQ,2-May-16,1088.45,1091.45,1097,1078.55,1093.1,1091.9,1088.78,2394549,2607134674,85186,867473,36.23
HDFC,EQ,3-May-16,1091.9,1097,1116.55,1095.05,1101.9,1099.6,1104.74,3372825,3726103060,98895,2101186,62.3
HDFC,EQ,4-May-16,1099.6,1099,1138,1098,1130.5,1129.9,1127.84,4419894,4984953114,131063,3145228,71.16
HDFC,EQ,5-May-16,1129.9,1137,1176.2,1135,1163.2,1162.65,1161.85,4663686,5418495123,130606,3183640,68.26
HDFC,EQ,6-May-16,1162.65,1161,1173.95,1149.1,1167.3,1167.8,1162.36,2591447,3012184108,86348,1712477,66.08
HDFC,EQ,9-May-16,1167.8,1168.1,1207,1168.1,1206.15,1203.6,1195.33,2462695,2943742528,88854,1499157,60.87
HDFC,EQ,10-May-16,1203.6,1202.2,1220.45,1197,1215.05,1218.55,1211.45,2687851,3256198474,98217,1889757,70.31
HDFC,EQ,11-May-16,1218.55,1207.5,1221.5,1200.2,1204,1203.8,1210.12,3080420,3727689310,90490,2096723,68.07
HDFC,EQ,12-May-16,1203.8,1204,1212.45,1190,1196.1,1195.85,1199.95,1850802,2220877088,53012,1200082,64.84
HDFC,EQ,13-May-16,1195.85,1192,1203.1,1158.65,1165.2,1166,1172.19,2819653,3305180312,132591,1954306,69.31
